input_name,utmb_index,utmb_match_name,utmb_match_score,utmb_profile_url,itra_score,itra_match_name,itra_match_score,itra_profile_url,betrail_score,betrail_match_name,betrail_match_score,betrail_profile_url,combined_score,notes
FRANCESCO MIOTTI,554.0,Francesco MIOTTI,1.0,https://utmb.world/runner/4678010.francesco.miotti,,,,,,,,,554.0,ITRA skipped because UTMB 554.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
MATTEO ZANLUCCHI,553.0,Matteo ZANLUCCHI,1.0,https://utmb.world/runner/60990.matteo.zanlucchi,,,,,,,,,553.0,ITRA skipped because UTMB 553.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
MATTEO BERIGAZZI,553.0,Matteo BERIGAZZI,1.0,https://utmb.world/runner/1867067.matteo.berigazzi,,,,,,,,,553.0,ITRA skipped because UTMB 553.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
GAETANO LABERENTI,551.0,Gaetano LABERENTI,1.0,https://utmb.world/runner/2230315.gaetano.laberenti,,,,,,,,,551.0,ITRA skipped because UTMB 551.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
LUCA RUARO,551.0,Luca RUARO,1.0,https://utmb.world/runner/8406254.luca.ruaro,,,,,,,,,551.0,ITRA skipped because UTMB 551.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
SILVIA BERTOLO,550.0,Silvia BERTOLO,1.0,https://utmb.world/runner/5837228.silvia.bertolo,,,,,,,,,550.0,ITRA skipped because UTMB 550.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
SOFIA MOSCHI,548.0,Sofia MOSCHI,1.0,https://utmb.world/runner/4536806.sofia.moschi,,,,,,,,,548.0,ITRA skipped because UTMB 548.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
MIRCO ROS,548.0,Mirco ROS,1.0,https://utmb.world/runner/5837226.mirco.ros,,,,,,,,,548.0,ITRA skipped because UTMB 548.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
MICHELE FEDERICO FLAVIO PERSELLO,546.0,Michele-Federico-Flavio PERSELLO,1.0,https://utmb.world/runner/1157587.michelefedericoflavio.persello,,,,,,,,,546.0,ITRA skipped because UTMB 546.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
STEFANO AVANZINI,545.0,Stefano AVANZINI,1.0,https://utmb.world/runner/5898490.stefano.avanzini,,,,,,,,,545.0,ITRA skipped because UTMB 545.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
