input_name,utmb_index,utmb_match_name,utmb_match_score,utmb_profile_url,itra_score,itra_match_name,itra_match_score,itra_profile_url,betrail_score,betrail_match_name,betrail_match_score,betrail_profile_url,combined_score,notes
PUPPI FRANCESCO,933.0,Francesco PUPPI,0.72,https://utmb.world/runner/673108.francesco.puppi,945.0,Francesco PUPPI,0.72,https://itra.run/RunnerSpace/PUPPI.Francesco/673108,95.27,PUPPI FRANCESCO,1.0,https://www.betrail.run/runner/puppi.francesco/overview,937.8,
ALBON JONATHAN,921.0,Jonathan ALBON,0.7,https://utmb.world/runner/527631.jonathan.albon,931.0,Jonathan ALBON,0.7,https://itra.run/RunnerSpace/ALBON.Jonathan/527631,96.19,ALBON JONATHAN,1.0,https://www.betrail.run/runner/albon.jonathan/overview,925.0,
BLANCHARD Mathieu,893.0,Mathieu BLANCHARD,0.6705882352941176,https://utmb.world/runner/1064397.mathieu.blanchard,907.0,Mathieu BLANCHARD,0.6705882352941176,https://itra.run/RunnerSpace/BLANCHARD.Mathieu/1064397,95.85,BLANCHARD Mathieu,1.0,https://www.betrail.run/runner/blanchard.mathieu/overview,898.5999999999999,
