input_name,utmb_index,utmb_match_name,utmb_match_score,utmb_profile_url,itra_score,itra_match_name,itra_match_score,itra_profile_url,combined_score,notes
aurélien dunand-pallaz,876.0,Aurelien DUNAND PALLAZ,1.0,https://utmb.world/runner/11045.aurelien.dunandpallaz,,,,,876.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
VALENTIN lacroix,823.0,Valentin LACROIX,1.0,https://utmb.world/runner/440430.valentin.lacroix,,,,,823.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Jean-Marie THEVENARD,812.0,Jean-Marie THEVENARD,1.0,https://utmb.world/runner/42922.jeanmarie.thevenard,,,,,812.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Loïs Ardiet,798.0,Loïs ARDIET,1.0,https://utmb.world/runner/6174730.lois.ardiet,,,,,798.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403; /api/runner/find HTTP 403; /api/runner/findByName HTTP 403
Thomas Rozé,784.0,Thomas ROZE,1.0,https://utmb.world/runner/444321.thomas.roze,816.0,Thomas ROZE,1.0,https://itra.run/RunnerSpace/ROZE.Thomas/444321,796.8,
Ronan Callet,788.0,Ronan CALLET,1.0,https://utmb.world/runner/4241927.ronan.callet,,,,,788.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Christophe Polaszek,772.0,Christophe POLASZEK,1.0,https://utmb.world/runner/525706.christophe.polaszek,785.0,Christophe POLASZEK,1.0,https://itra.run/RunnerSpace/POLASZEK.Christophe/525706,777.2,
Nicolas Marcy,777.0,Nicolas MARCY,1.0,https://utmb.world/runner/5627838.nicolas.marcy,,,,,777.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Thibaut Witvoet,770.0,Thibaut WITVOET,1.0,https://utmb.world/runner/3136227.thibaut.witvoet,,,,,770.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Léo Pargemin,772.0,Léo PARGEMIN,1.0,https://utmb.world/runner/1413837.leo.pargemin,760.0,Leo PARGEMIN,1.0,https://itra.run/RunnerSpace/PARGEMIN.Leo/1413837,767.2,
Victor OLIVIER,747.0,Victor OLIVIER,1.0,https://utmb.world/runner/1732725.victor.olivier,780.0,Victor OLIVIER,1.0,https://itra.run/RunnerSpace/OLIVIER.Victor/1732725,760.2,
LOUIS DULIN,759.0,Louis DULIN,1.0,https://utmb.world/runner/2231605.louis.dulin,,,,,759.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Antoine Bouchet,748.0,Antoine BOUCHET,1.0,https://utmb.world/runner/11104.antoine.bouchet,,,,,748.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
DARDO Emmanuel OCAMPo,746.0,Dardo Emmanuel OCAMPO,1.0,https://utmb.world/runner/490947.dardoemmanuel.ocampo,,,,,746.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Pierre MAZILLE,746.0,Pierre MAZILLE,1.0,https://utmb.world/runner/710309.pierre.mazille,,,,,746.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Anthony Vernagallo,745.0,Anthony VERNAGALLO,1.0,https://utmb.world/runner/1175223.anthony.vernagallo,,,,,745.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Rémy Valenti,742.0,Rémy VALENTI,1.0,https://utmb.world/runner/4200273.remy.valenti,,,,,742.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403; /api/runner/find HTTP 403; /api/runner/findByName HTTP 403
Maxime Kern,734.0,Maxime KERN,1.0,https://utmb.world/runner/1794581.maxime.kern,751.0,Maxime KERN,1.0,https://itra.run/RunnerSpace/KERN.Maxime/1794581,740.8,
Louis Bouchet,722.0,Louis BOUCHET,1.0,https://utmb.world/runner/1609853.louis.bouchet,768.0,Louis BOUCHET,1.0,https://itra.run/RunnerSpace/BOUCHET.Louis/1609853,740.4000000000001,
Josué Lobry,740.0,Josue LOBRY,1.0,https://utmb.world/runner/4197492.josue.lobry,,,,,740.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Jordan Fata,730.0,Jordan FATA,1.0,https://utmb.world/runner/135597.jordan.fata,749.0,Jordan FATA,1.0,https://itra.run/RunnerSpace/FATA.Jordan/135597,737.6,
Nicolas DAUVERGNE,716.0,Nicolas DAUVERGNE,1.0,https://utmb.world/runner/595180.nicolas.dauvergne,764.0,Nicolas DAUVERGNE,1.0,https://itra.run/RunnerSpace/DAUVERGNE.Nicolas/595180,735.2,
Téo THIODAT,731.0,Teo THIODAT,1.0,https://utmb.world/runner/5399040.teo.thiodat,,,,,731.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Simon Royer,728.0,Simon ROYER,1.0,https://utmb.world/runner/1150757.simon.royer,,,,,728.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Bastien Missud,726.0,Bastien MISSUD,1.0,https://utmb.world/runner/2075589.bastien.missud,,,,,726.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403
Sylvain Montmasson,709.0,Sylvain MONTMASSON,1.0,https://utmb.world/runner/4709130.sylvain.montmasson,743.0,Sylvain MONTMASSON,1.0,https://itra.run/RunnerSpace/MONTMASSON.Sylvain/4390893,722.5999999999999,
Upi Supriatna snp,716.0,Upi SUPRIATNA SNP,1.0,https://utmb.world/runner/4693359.upi.supriatnasnp,731.0,Upi SUPRIATNA SNP,1.0,https://itra.run/RunnerSpace/SUPRIATNA SNP.Upi/4630740,722.0,
Paul Dérail,709.0,Paul DÉRAIL,1.0,https://utmb.world/runner/2646659.paul.derail,740.0,Paul DERAIL,1.0,https://itra.run/RunnerSpace/DERAIL.Paul/2646659,721.4,
Amaury Garnier,719.0,Amaury GARNIER,1.0,https://utmb.world/runner/6329542.amaury.garnier,,,,,719.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
William Rousseau,690.0,William ROUSSEAU,1.0,https://utmb.world/runner/4202116.william.rousseau,742.0,William ROUSSEAU,1.0,https://itra.run/RunnerSpace/ROUSSEAU.William/4198515,710.8,
Thomas AUBINIERE,701.0,Thomas AUBINIERE,1.0,https://utmb.world/runner/1611795.thomas.aubiniere,720.0,Thomas AUBINIERE,1.0,https://itra.run/RunnerSpace/AUBINIERE.Thomas/1611795,708.5999999999999,
Thomas Dereme,708.0,Thomas DEREME,1.0,https://utmb.world/runner/4046492.thomas.dereme,,,,,708.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Octave Dusart,706.0,Octave DUSART,1.0,https://utmb.world/runner/6962661.octave.dusart,,,,,706.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Ingrid Terrier,691.0,Ingrid TERRIER,1.0,https://utmb.world/runner/386042.ingrid.terrier,,,,,691.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Guilhem Clerc,688.0,Guilhem CLERC,1.0,https://utmb.world/runner/289580.guilhem.clerc,694.0,Guilhem CLERC,1.0,https://itra.run/RunnerSpace/CLERC.Guilhem/289580,690.4000000000001,
Jules Robin,690.0,Jules ROBIN,1.0,https://utmb.world/runner/5240504.jules.robin,,,,,690.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Alexandre Delizee,689.0,Alexandre DELIZEE,1.0,https://utmb.world/runner/3141207.alexandre.delizee,,,,,689.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Dominique Baratay,688.0,Dominique BARATAY,1.0,https://utmb.world/runner/1494445.dominique.baratay,,,,,688.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
florian specker,687.0,Florian SPECKER,1.0,https://utmb.world/runner/5471756.florian.specker,,,,,687.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Olivier BRASIER,681.0,Olivier BRASIER,1.0,https://utmb.world/runner/912879.olivier.brasier,,,,,681.0,ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Quentin Boinet,679.0,Quentin BOINET,1.0,https://utmb.world/runner/520709.quentin.boinet,,,,,679.0,ITRA skipped because UTMB 679.0 <= threshold 680.0
Thomas Piquet,676.0,Thomas PIQUET,1.0,https://utmb.world/runner/2086425.thomas.piquet,,,,,676.0,ITRA skipped because UTMB 676.0 <= threshold 680.0
Morgan Lanier,674.0,Morgan LANIER,1.0,https://utmb.world/runner/4163504.morgan.lanier,,,,,674.0,ITRA skipped because UTMB 674.0 <= threshold 680.0
Gurvan Le Boeuf,671.0,Gurvan LE BOEUF,1.0,https://utmb.world/runner/4562156.gurvan.leboeuf,,,,,671.0,ITRA skipped because UTMB 671.0 <= threshold 680.0
Emilien Jobert,670.0,Emilien JOBERT,1.0,https://utmb.world/runner/6102278.emilien.jobert,,,,,670.0,ITRA skipped because UTMB 670.0 <= threshold 680.0
Quentin Clerc Pithon,665.0,Quentin CLERC-PITHON,1.0,https://utmb.world/runner/973653.quentin.clercpithon,,,,,665.0,ITRA skipped because UTMB 665.0 <= threshold 680.0
Virgile Straub,664.0,Virgile STRAUB,1.0,https://utmb.world/runner/3607199.virgile.straub,,,,,664.0,ITRA skipped because UTMB 664.0 <= threshold 680.0
Renske Dickhout,663.0,Renske DICKHOUT,1.0,https://utmb.world/runner/1719453.renske.dickhout,,,,,663.0,ITRA skipped because UTMB 663.0 <= threshold 680.0
Alexandre Richard,662.0,Alexandre RICHARD,1.0,https://utmb.world/runner/1466203.alexandre.richard,,,,,662.0,ITRA skipped because UTMB 662.0 <= threshold 680.0
Benjamin Piau,658.0,Benjamin PIAU,1.0,https://utmb.world/runner/5862305.benjamin.piau,,,,,658.0,ITRA skipped because UTMB 658.0 <= threshold 680.0
Maxime Flot,658.0,Maxime FLOT,1.0,https://utmb.world/runner/5111828.maxime.flot,,,,,658.0,ITRA skipped because UTMB 658.0 <= threshold 680.0
Julien Pierre,656.0,Julien PIERRE,1.0,https://utmb.world/runner/3279445.julien.pierre,,,,,656.0,ITRA skipped because UTMB 656.0 <= threshold 680.0
Saveriu Berti,656.0,Saveriu BERTI,1.0,https://utmb.world/runner/5648693.saveriu.berti,,,,,656.0,ITRA skipped because UTMB 656.0 <= threshold 680.0
Jeremie Gavard,655.0,Jeremie GAVARD,1.0,https://utmb.world/runner/3539041.jeremie.gavard,,,,,655.0,ITRA skipped because UTMB 655.0 <= threshold 680.0
Stanislas Ebrard,654.0,Stanislas EBRARD,1.0,https://utmb.world/runner/3222609.stanislas.ebrard,,,,,654.0,ITRA skipped because UTMB 654.0 <= threshold 680.0
David Mazur,654.0,David MAZUR,1.0,https://utmb.world/runner/4856950.david.mazur,,,,,654.0,ITRA skipped because UTMB 654.0 <= threshold 680.0
Arnaud Beck,654.0,Arnaud BECK,1.0,https://utmb.world/runner/2528465.arnaud.beck,,,,,654.0,ITRA skipped because UTMB 654.0 <= threshold 680.0
Pierrick Granjon,650.0,Granjon PIERRICK,0.6499999999999999,https://utmb.world/runner/767930.granjon.pierrick,,,,,650.0,ITRA skipped because UTMB 650.0 <= threshold 680.0
Armand Marquet,650.0,Armand MARQUET,1.0,https://utmb.world/runner/4308596.armand.marquet,,,,,650.0,ITRA skipped because UTMB 650.0 <= threshold 680.0
Hugo servant,650.0,Hugo SERVANT,1.0,https://utmb.world/runner/6278182.hugo.servant,,,,,650.0,ITRA skipped because UTMB 650.0 <= threshold 680.0
Mathieu Riou,649.0,Mathieu RIOU,1.0,https://utmb.world/runner/5770390.mathieu.riou,,,,,649.0,ITRA skipped because UTMB 649.0 <= threshold 680.0
Alexis Guével,649.0,Alexis GUEVEL,1.0,https://utmb.world/runner/2659413.alexis.guevel,,,,,649.0,ITRA skipped because UTMB 649.0 <= threshold 680.0
Cedric Arnaud,646.0,Cedric ARNAUD,1.0,https://utmb.world/runner/246589.cedric.arnaud,,,,,646.0,ITRA skipped because UTMB 646.0 <= threshold 680.0
steve bouriel,644.0,Steve BOURIEL,1.0,https://utmb.world/runner/856406.steve.bouriel,,,,,644.0,ITRA skipped because UTMB 644.0 <= threshold 680.0
Dylan Giroux,644.0,Dylan GIROUX,1.0,https://utmb.world/runner/4987654.dylan.giroux,,,,,644.0,ITRA skipped because UTMB 644.0 <= threshold 680.0
Sebastien Perrier,640.0,Sebastien PERRIER,1.0,https://utmb.world/runner/10398.sebastien.perrier,,,,,640.0,ITRA skipped because UTMB 640.0 <= threshold 680.0
crispin villca vela,637.0,Crispin VILLCA VELA,1.0,https://utmb.world/runner/6588286.crispin.villcavela,,,,,637.0,ITRA skipped because UTMB 637.0 <= threshold 680.0
thibaud meynieux,637.0,Thibaud MEYNIEUX,1.0,https://utmb.world/runner/5311052.thibaud.meynieux,,,,,637.0,ITRA skipped because UTMB 637.0 <= threshold 680.0
Andris Crose,636.0,Andris CROSE,1.0,https://utmb.world/runner/1608615.andris.crose,,,,,636.0,ITRA skipped because UTMB 636.0 <= threshold 680.0
Pierre-Lucas Dupont,635.0,Pierre-Lucas DUPONT,1.0,https://utmb.world/runner/5257434.pierrelucas.dupont,,,,,635.0,ITRA skipped because UTMB 635.0 <= threshold 680.0
Yoann Bouriel,635.0,Yoann BOURIEL,1.0,https://utmb.world/runner/856411.yoann.bouriel,,,,,635.0,ITRA skipped because UTMB 635.0 <= threshold 680.0
Joffrey DOULat,635.0,Joffrey DOULAT,1.0,https://utmb.world/runner/117148.joffrey.doulat,,,,,635.0,ITRA skipped because UTMB 635.0 <= threshold 680.0
Antoine AUBOUR,635.0,Antoine AUBOUR,1.0,https://utmb.world/runner/472361.antoine.aubour,,,,,635.0,ITRA skipped because UTMB 635.0 <= threshold 680.0
Aurélien Crahay,634.0,Aurélien CRAHAY,1.0,https://utmb.world/runner/1640045.aurelien.crahay,,,,,634.0,ITRA skipped because UTMB 634.0 <= threshold 680.0
Laurie Orelu,633.0,Laurie ORELU,1.0,https://utmb.world/runner/6004880.laurie.orelu,,,,,633.0,ITRA skipped because UTMB 633.0 <= threshold 680.0
Mathieu Almeida,633.0,Mathieu ALMEIDA,1.0,https://utmb.world/runner/4189402.mathieu.almeida,,,,,633.0,ITRA skipped because UTMB 633.0 <= threshold 680.0
Nathan Greuzard,632.0,Nathan GREUZARD,1.0,https://utmb.world/runner/3690105.nathan.greuzard,,,,,632.0,ITRA skipped because UTMB 632.0 <= threshold 680.0
Vincent Bouvier,630.0,Vincent BOUVIER,1.0,https://utmb.world/runner/480486.vincent.bouvier,,,,,630.0,ITRA skipped because UTMB 630.0 <= threshold 680.0
Xavier ANGOT,630.0,Xavier ANGOT,1.0,https://utmb.world/runner/1716837.xavier.angot,,,,,630.0,ITRA skipped because UTMB 630.0 <= threshold 680.0
Antoine Dourdy,628.0,Antoine DOURDY,1.0,https://utmb.world/runner/7766442.antoine.dourdy,,,,,628.0,ITRA skipped because UTMB 628.0 <= threshold 680.0
Eric FOUCAUT,628.0,Eric FOUCAUT,1.0,https://utmb.world/runner/3172961.eric.foucaut,,,,,628.0,ITRA skipped because UTMB 628.0 <= threshold 680.0
Florian Fach,628.0,Florian FACH,1.0,https://utmb.world/runner/6368098.florian.fach,,,,,628.0,ITRA skipped because UTMB 628.0 <= threshold 680.0
Mathis Hauteville-Longet,627.0,Mathis HAUTEVILLE LONGET,1.0,https://utmb.world/runner/1698833.mathis.hauteville-longet,,,,,627.0,ITRA skipped because UTMB 627.0 <= threshold 680.0
Fabien Fournet,626.0,Fabien FOURNET,1.0,https://utmb.world/runner/11167.fabien.fournet,,,,,626.0,ITRA skipped because UTMB 626.0 <= threshold 680.0
Timothée NALET,626.0,Timothée NALET,1.0,https://utmb.world/runner/30020.timothee.nalet,,,,,626.0,ITRA skipped because UTMB 626.0 <= threshold 680.0
Thomas Poulain,623.0,Thomas POULAIN,1.0,https://utmb.world/runner/5226402.thomas.poulain,,,,,623.0,ITRA skipped because UTMB 623.0 <= threshold 680.0
Saïd Zafrane,622.0,Saïd ZAFRANE,1.0,https://utmb.world/runner/7719332.said.zafrane,,,,,622.0,ITRA skipped because UTMB 622.0 <= threshold 680.0
MARC BRIDOT,622.0,Marc BRIDOT,1.0,https://utmb.world/runner/3909177.marc.bridot,,,,,622.0,ITRA skipped because UTMB 622.0 <= threshold 680.0
yann caze,621.0,Yann CAZE,1.0,https://utmb.world/runner/1998693.yann.caze,,,,,621.0,ITRA skipped because UTMB 621.0 <= threshold 680.0
ISMAILA DIALLO,620.0,Ismaila DIALLO,1.0,https://utmb.world/runner/6125960.ismaila.diallo,,,,,620.0,ITRA skipped because UTMB 620.0 <= threshold 680.0
Alexandre Bionaz,619.0,Alexandre BIONAZ,1.0,https://utmb.world/runner/5783881.alexandre.bionaz,,,,,619.0,ITRA skipped because UTMB 619.0 <= threshold 680.0
Thomas Malsot,618.0,Thomas MALSOT,1.0,https://utmb.world/runner/5445452.thomas.malsot,,,,,618.0,ITRA skipped because UTMB 618.0 <= threshold 680.0
Matthieu Laffort,615.0,Matthieu LAFFORT,1.0,https://utmb.world/runner/4788784.matthieu.laffort,,,,,615.0,ITRA skipped because UTMB 615.0 <= threshold 680.0
Théo Laminie,615.0,Théo LAMINIE,1.0,https://utmb.world/runner/5337016.theo.laminie,,,,,615.0,ITRA skipped because UTMB 615.0 <= threshold 680.0
Manel Ressegaire,614.0,Manel RESSEGAIRE,1.0,https://utmb.world/runner/5275136.manel.ressegaire,,,,,614.0,ITRA skipped because UTMB 614.0 <= threshold 680.0
Lydie Waucquier,613.0,Lydie WAUCQUIER,1.0,https://utmb.world/runner/4825530.lydie.waucquier,,,,,613.0,ITRA skipped because UTMB 613.0 <= threshold 680.0
Tony Masson,612.0,Tony MASSON,1.0,https://utmb.world/runner/5994592.tony.masson,,,,,612.0,ITRA skipped because UTMB 612.0 <= threshold 680.0
Gabin Ledeul,608.0,Gabin LEDEUL,1.0,https://utmb.world/runner/7338496.gabin.ledeul,,,,,608.0,ITRA skipped because UTMB 608.0 <= threshold 680.0
Stéphane MARTEAU,606.0,Stéphane MARTEAU,1.0,https://utmb.world/runner/11617.stephane.marteau,,,,,606.0,ITRA skipped because UTMB 606.0 <= threshold 680.0
Antoine Calcina,606.0,Antoine CALCINA,1.0,https://utmb.world/runner/4234796.antoine.calcina,,,,,606.0,ITRA skipped because UTMB 606.0 <= threshold 680.0
Noé Stachowicz,606.0,Noé STACHOWICZ,1.0,https://utmb.world/runner/5596876.noe.stachowicz,,,,,606.0,ITRA skipped because UTMB 606.0 <= threshold 680.0
Stephanie GIBERT,604.0,Stéphanie GIBERT,1.0,https://utmb.world/runner/466824.stephanie.gibert,,,,,604.0,ITRA skipped because UTMB 604.0 <= threshold 680.0
Josselin Peyrard,604.0,Josselin PEYRARD,1.0,https://utmb.world/runner/4515348.josselin.peyrard,,,,,604.0,ITRA skipped because UTMB 604.0 <= threshold 680.0
Augustin Nauton,602.0,Augustin NAUTON,1.0,https://utmb.world/runner/2407861.augustin.nauton,,,,,602.0,ITRA skipped because UTMB 602.0 <= threshold 680.0
Alexandre Meyer,602.0,Alexandre MEYER,1.0,https://utmb.world/runner/74362.alexandre.meyer,,,,,602.0,ITRA skipped because UTMB 602.0 <= threshold 680.0
Arnaud Duysens,602.0,Arnaud DUYSENS,1.0,https://utmb.world/runner/112967.arnaud.duysens,,,,,602.0,ITRA skipped because UTMB 602.0 <= threshold 680.0
Laura Frigout,601.0,Laura FRIGOUT,1.0,https://utmb.world/runner/1016681.laura.frigout,,,,,601.0,ITRA skipped because UTMB 601.0 <= threshold 680.0
Frédéric Teyssandier,601.0,Frederic TEYSSANDIER,1.0,https://utmb.world/runner/30018.frederic.teyssandier,,,,,601.0,ITRA skipped because UTMB 601.0 <= threshold 680.0
Luc lebis,601.0,Luc LEBIS,1.0,https://utmb.world/runner/4490020.luc.lebis,,,,,601.0,ITRA skipped because UTMB 601.0 <= threshold 680.0
Louis Pochat,601.0,Louis POCHAT,1.0,https://utmb.world/runner/4274095.louis.pochat,,,,,601.0,ITRA skipped because UTMB 601.0 <= threshold 680.0
Raphael NYCZ,599.0,Raphael NYCZ,1.0,https://utmb.world/runner/1916961.raphael.nycz,,,,,599.0,ITRA skipped because UTMB 599.0 <= threshold 680.0
Antonin André,599.0,Antonin ANDRE,1.0,https://utmb.world/runner/5890534.antonin.andre,,,,,599.0,ITRA skipped because UTMB 599.0 <= threshold 680.0
Oscar Dusart,597.0,Oscar DUSART,1.0,https://utmb.world/runner/6963269.oscar.dusart,,,,,597.0,ITRA skipped because UTMB 597.0 <= threshold 680.0
Axel Douillet,596.0,Axel DOUILLET,1.0,https://utmb.world/runner/5749478.axel.douillet,,,,,596.0,ITRA skipped because UTMB 596.0 <= threshold 680.0
Michael Bijasson,595.0,Mickael BIJASSON,0.80625,https://utmb.world/runner/1337351.mickael.bijasson,,,,,595.0,ITRA skipped because UTMB 595.0 <= threshold 680.0
ALEXANDRE PALUAULT,594.0,Alexandre PALUAULT,1.0,https://utmb.world/runner/5332958.alexandre.paluault,,,,,594.0,ITRA skipped because UTMB 594.0 <= threshold 680.0
Sebastien Boucly,594.0,Sébastien BOUCLY,1.0,https://utmb.world/runner/2525051.sebastien.boucly,,,,,594.0,ITRA skipped because UTMB 594.0 <= threshold 680.0
benjamin henry,593.0,Benjamin HENRY,1.0,https://utmb.world/runner/3491239.benjamin.henry,,,,,593.0,ITRA skipped because UTMB 593.0 <= threshold 680.0
Nicolas MORAND,592.0,Nicolas MORAND,1.0,https://utmb.world/runner/6282688.nicolas.morand,,,,,592.0,ITRA skipped because UTMB 592.0 <= threshold 680.0
Benjamin Thevenin,589.0,Benjamin THEVENIN,1.0,https://utmb.world/runner/3569493.benjamin.thevenin,,,,,589.0,ITRA skipped because UTMB 589.0 <= threshold 680.0
Enzo FRANZIN,586.0,Enzo FRANZIN,1.0,https://utmb.world/runner/7732608.enzo.franzin,,,,,586.0,ITRA skipped because UTMB 586.0 <= threshold 680.0
Jean Lempereur,586.0,Jean LEMPEREUR,1.0,https://utmb.world/runner/107793.jean.lempereur,,,,,586.0,ITRA skipped because UTMB 586.0 <= threshold 680.0
Valentin Nivel,585.0,Valentin NIVEL,1.0,https://utmb.world/runner/826689.valentin.nivel,,,,,585.0,ITRA skipped because UTMB 585.0 <= threshold 680.0
Vincent Herviou,584.0,Vincent HERVIOU,1.0,https://utmb.world/runner/5864140.vincent.herviou,,,,,584.0,ITRA skipped because UTMB 584.0 <= threshold 680.0
lionel mathieu,584.0,Lionel MATHIEU,1.0,https://utmb.world/runner/44437.lionel.mathieu,,,,,584.0,ITRA skipped because UTMB 584.0 <= threshold 680.0
Gaël Morand,584.0,Gaël MORAND,1.0,https://utmb.world/runner/84859.gael.morand,,,,,584.0,ITRA skipped because UTMB 584.0 <= threshold 680.0
Aristide Files Teixeira,583.0,Aristide FILES TEIXEIRA,1.0,https://utmb.world/runner/4409860.aristide.filesteixeira,,,,,583.0,ITRA skipped because UTMB 583.0 <= threshold 680.0
Timothy Genard,583.0,Timothy GENARD,1.0,https://utmb.world/runner/6734593.timothy.genard,,,,,583.0,ITRA skipped because UTMB 583.0 <= threshold 680.0
Marcelin Corcelle,582.0,Marcelin CORCELLE,1.0,https://utmb.world/runner/6172632.marcelin.corcelle,,,,,582.0,ITRA skipped because UTMB 582.0 <= threshold 680.0
Jamel Barkaoui,580.0,Jamel BARKAOUI,1.0,https://utmb.world/runner/7158350.jamel.barkaoui,,,,,580.0,ITRA skipped because UTMB 580.0 <= threshold 680.0
Alexis RICHARD,580.0,Alexis RICHARD,1.0,https://utmb.world/runner/592952.alexis.richard,,,,,580.0,ITRA skipped because UTMB 580.0 <= threshold 680.0
Pierre-Alix Pajot,579.0,Pierre-Alix PAJOT,1.0,https://utmb.world/runner/2603839.pierrealix.pajot,,,,,579.0,ITRA skipped because UTMB 579.0 <= threshold 680.0
Sarah Rossetti,579.0,Sarah ROSSETTI,1.0,https://utmb.world/runner/4509776.sarah.rossetti,,,,,579.0,ITRA skipped because UTMB 579.0 <= threshold 680.0
TAK CHUN SY,579.0,Tak Chun SY,1.0,https://utmb.world/runner/156436.takchun.sy,,,,,579.0,ITRA skipped because UTMB 579.0 <= threshold 680.0
Alain Bartolini,578.0,Alain BARTOLINI,1.0,https://utmb.world/runner/20069.alain.bartolini,,,,,578.0,ITRA skipped because UTMB 578.0 <= threshold 680.0
Damien Ribiollet,578.0,Damien RIBIOLLET,1.0,https://utmb.world/runner/525577.damien.ribiollet,,,,,578.0,ITRA skipped because UTMB 578.0 <= threshold 680.0
Stéphane Ferventin,578.0,Stephane FERVENTIN,1.0,https://utmb.world/runner/472207.stephane.ferventin,,,,,578.0,ITRA skipped because UTMB 578.0 <= threshold 680.0
Victor Douillet,577.0,Victor DOUILLET,1.0,https://utmb.world/runner/5749438.victor.douillet,,,,,577.0,ITRA skipped because UTMB 577.0 <= threshold 680.0
Hugo Broussaud,575.0,Hugo BROUSSAUD,1.0,https://utmb.world/runner/6546713.hugo.broussaud,,,,,575.0,ITRA skipped because UTMB 575.0 <= threshold 680.0
Ben Johnson,573.0,Ben JOHNSON,1.0,https://utmb.world/runner/4460192.ben.johnson,,,,,573.0,ITRA skipped because UTMB 573.0 <= threshold 680.0
Adrien Clavel,573.0,Adrien CLAVEL,1.0,https://utmb.world/runner/5345152.adrien.clavel,,,,,573.0,ITRA skipped because UTMB 573.0 <= threshold 680.0
Paco Hernandez Moya,572.0,Paco HERNANDEZ MOYA,1.0,https://utmb.world/runner/5553854.paco.hernandezmoya,,,,,572.0,ITRA skipped because UTMB 572.0 <= threshold 680.0
jean Christophe Reant,572.0,Jean-Christophe REANT,1.0,https://utmb.world/runner/521055.jeanchristophe.reant,,,,,572.0,ITRA skipped because UTMB 572.0 <= threshold 680.0
Romain Moreau,571.0,Romain MOREAU,1.0,https://utmb.world/runner/6501376.romain.moreau,,,,,571.0,ITRA skipped because UTMB 571.0 <= threshold 680.0
Alexis DUPARC,569.0,Alexis DUPARC,1.0,https://utmb.world/runner/7158490.alexis.duparc,,,,,569.0,ITRA skipped because UTMB 569.0 <= threshold 680.0
Pierre-Adrien PLASSE,568.0,Pierre-Adrien PLASSE,1.0,https://utmb.world/runner/4305115.pierreadrien.plasse,,,,,568.0,ITRA skipped because UTMB 568.0 <= threshold 680.0
