input_name,utmb_index,utmb_match_name,utmb_match_score,utmb_profile_url,itra_score,itra_match_name,itra_match_score,itra_profile_url,combined_score,notes
Damien Sollier,0.0,Damien OLLIER,0.8240740740740741,https://utmb.world/runner/4291557.damien.ollier,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Ezéchiel Simha,0.0,Ezéchiel SIMHA,1.0,https://utmb.world/runner/8028038.ezechiel.simha,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Axel Vimeux,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Rodolphe Kunze,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
OLIVIER DARFEUILLES,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Elie Bernhard,0.0,Elie BERNHARD,1.0,https://utmb.world/runner/4715074.elie.bernhard,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Marian Citea,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Pierre MAZOIR,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Matteo Rouziere,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Anthony BLANCO,0.0,Anthony BLANCO,1.0,https://utmb.world/runner/8351490.anthony.blanco,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Clément Poncin,0.0,Clément PONCIN,1.0,https://utmb.world/runner/4313369.clement.poncin,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Fred Aguayo,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Claudia DENIS,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Maxime Pointeau,0.0,Maxime POINTEAU,1.0,https://utmb.world/runner/7652961.maxime.pointeau,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Antoine Rocquin,0.0,Antoine ROCQUIN,1.0,https://utmb.world/runner/1971477.antoine.rocquin,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Nolan Mermoz,0.0,Nolan MERMOZ,1.0,https://utmb.world/runner/1626345.nolan.mermoz,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Augustin Dubar,0.0,Augustin DUBAR,1.0,https://utmb.world/runner/4474776.augustin.dubar,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Laughane Janin,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Kevin PORRET,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Clara Creuzevault,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Noé KERGRESSE,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Adrien Bernicot,0.0,Adrien BERNICOT,1.0,https://utmb.world/runner/8495762.adrien.bernicot,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Fabien Chevrier,0.0,Fabien CHEVRIER,1.0,https://utmb.world/runner/8520422.fabien.chevrier,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Morgan Garandel,0.0,Morgan GARANDEL,1.0,https://utmb.world/runner/22221.morgan.garandel,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
Erdenetulga Enkhbold,,,,,,,,,0.0,UTMB not found; ITRA unavailable: ITRA lookup failed: /api/runner/find HTTP 403; /api/runner/findByName HTTP 403 (stopped after 8 consecutive failures)
Ludovic Bausivoir,0.0,Ludovic BAUSIVOIR,1.0,https://utmb.world/runner/4531296.ludovic.bausivoir,,,,,0.0,ITRA skipped because UTMB 0.0 <= threshold 680.0
